id	doc	frame	minority	linguistic_minority	religious_minority	social_class_minority	sexual_orientation_minority	ethnic_minority	national_minority	other_minority	disabled_minority	gender	age_numerical	income	citizenship	education	political_left_right	exp_housing_discrim	city_district	city_neighborhood	prof_situation	fear_forced_out	seen_landlord_pressure	changes_in_community	seen_renovations	neighborhood_connection	respect_rules	neighbhorhood_crime	env_pollution_impact	climate_concern	age	city	country	preframe_densifproj_acceptance	postframe_densifproj_acceptance	densifproj_on_rent	densifproj_on_social	imce_RentContr	imce_InclZon	imce_Partic	imce_forProf	imce_dens	imce_mixUse	imce_ClimNeutr	imce_RentContr_se	imce_InclZon_se	imce_Partic_se	imce_forProf_se	imce_dens_se	imce_mixUse_se	imce_ClimNeutr_se
R_1lnjt3qACp4Wphe	Rent caps and climate control were key factors	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	40.0	3.0	National	Bachelor's degree	4.0	No	Sutton	Carshalton South & Clockhouse	Employed (full-time)	-2	-2	-1	-1	1	1	0	10.0	2	3	London	United Kingdom	-3	-1	1	1	1.0	0.666666666666667	2.80866677486136e-16	0.333333333333333	0.714285714285714	0.8	0.25	0.342326598440729	0.295468420142639	0.440958551844099	0.251976315339485	0.193429485824666	0.223606797749979	0.153093108923949
R_2TUgROzL3v6i0P8	Liked none - the population is dense enough already	neighborhood	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Male	54.0	1.0	EU citizen	Master's degree	4.0	No	Southwark	Nunhead & Queen’s Road	Employed (part-time)	-1	-1	-1	1	0	0	0	2.0	0	4	London	United Kingdom	0	-2	-1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_1SKD412LXCcj66Z	Barnet should limit the increase in population as it has become increasingly overcrowded with traffic and driven by a large influx of non-english speaking people from all corners of the globe with not enough thought being put into the facilities such as schools, hospitals, doctor and dental surgeries as well as transport to support the 100% increase in population	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	76.0	4.0	National	Bachelor's degree	5.0	No	Barnet	Finchley Church End	Not working (other reason)	-2	1	1	1	1	-1	-1	7.0	2	5	London	United Kingdom	-1	0	-1	-1	0.333333333333333	1.0	1.40433338743068e-16	0.285714285714286	0.666666666666667	0.25	0.6	0.314970394174356	0.5	0.52704627669473	0.193429485824666	0.166666666666667	0.265165042944955	0.223606797749979
R_1rekfHWSZJfVCps	voted for local people to have more say	other district	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Male	55.0	3.0	National	Higher education entrance qualification	3.0	Do not know	Hounslow	Isleworth	Employed (part-time)	1	0	0	0	1	0	1	9.0	2	5	London	United Kingdom	-1	-1	0	1	1.0	0.333333333333333	7.0216669371534e-17	0.5	0.571428571428571	0.333333333333333	0.4	0.353553390593274	0.295468420142639	0.188982236504614	0.21650635094611	0.206196524710581	0.295468420142639	0.223606797749979
R_1OjzWa1OGJUssAY	I mainly favour the non-profit investers and the the rent cap	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	51.0	4.0	National	Secondary school certificate	2.0	Do not know	Camden	Camden Town with Primrose Hill	Employed (full-time)	0	-1	1	1	1	-1	-1	7.0	2	4	London	United Kingdom	1	1	1	0	0.333333333333334	0.5	1.0	0.875	0.571428571428572	0.5	0.8	0.251976315339485	0.239356776939085	0.5	0.116926793336686	0.174963553055941	0.353553390593274	0.223606797749979
R_2ebrNh2MWeMtubs	I want proposals that are based around increased affordability and not simply more housing 	district	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	Male	47.0	3.0	Dual citizenship	Bachelor's degree	0.0	Do not know	Wandsworth	Nightingale	Employed (full-time)	0	0	0	1	0	0	0	7.0	2	4	London	United Kingdom	1	1	-1	1	0.4	0.5	0.333333333333333	0.75	0.5	0.25	0.5	0.244948974278318	0.395284707521047	0.314970394174356	0.255155181539914	0.228217732293819	0.255155181539914	0.228217732293819
R_27sdyGKqsqOrvFE	Preference for genuinely affordable housing	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	49.0	5.0	National	Master's degree	3.0	No	Southwark	Champion Hill	Employed (full-time)	-2	-2	-2	-1	2	-2	0	5.0	1	4	London	United Kingdom	0	0	0	0	0.333333333333333	0.5	1.0	1.0	0.714285714285714	0.5	0.6	0.251976315339485	0.239356776939085	0.5	0.21650635094611	0.193429485824666	0.353553390593274	0.223606797749979
R_3nc7b8PZohZcn23	An international investor is a clear proposal for above rent increases way above inflation.	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	78.0	7.0	National	Secondary school certificate	7.0	No	Lewisham	Forest Hill	Not working (retired)	-2	0	0	0	1	1	-2	7.0	0	5	London	United Kingdom	1	1	1	1	-4.21300016229204e-16	-7.0216669371534e-17	0.5	0.571428571428571	0.666666666666667	0.0	0.25	0.52704627669473	0.353553390593274	0.385275875185561	0.174963553055941	0.166666666666667	0.267261241912424	0.265165042944955
R_12FGWPvOmZJuXWR	There did not appear to be any cases where the increase in population density was less than 50%.	district	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	Male	59.0	7.0	National	Master's degree	3.0	Do not know	Tower Hamlets	St Katharine's & Wapping	Not employed (unemployed)	-2	-2	1	1	-2	0	-2	2.0	-1	5	London	United Kingdom	-1	-1	2	-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_Xoi7IHd2vO4SO2t	I decided mostly on what seems fair, in terms of a rent control or the provider is a nonprofit provider	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Male	70.0	6.0	National	Bachelor's degree	4.0	No	Brent	Welsh Harp	Not working (retired)	-2	-2	0	1	1	-2	1	1.0	2	5	London	United Kingdom	1	1	3	0	0.5	0.2	0.25	0.571428571428571	0.8	7.0216669371534e-17	0.75	0.395284707521047	0.2	0.255155181539914	0.206196524710581	0.2	0.243975018237133	0.255155181539914
R_2XigoDkJbj5uiFk	I believe in rate caps as many people do not have or will not have job security.  Would also like councils to build my affordable housing.	other district	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	72.0	3.0	National	Other	2.0	No	Redbridge	Chadwell	Not working (retired)	0	-2	2	2	-1	0	0	2.0	1	5	London	United Kingdom	-2	-2	1	0	0.333333333333333	0.0	0.25	0.571428571428572	0.666666666666667	1.0	0.6	0.314970394174356	0.52704627669473	0.255155181539914	0.206196524710581	0.208333333333333	0.342326598440729	0.244948974278318
R_UJDPnrEzt0a7tbH	Mixed use and low increase in density.	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	61.0	5.0	National	Bachelor's degree	1.0	No	Haringey	West Green	Employed (full-time)	-1	-2	-1	0	1	-1	-2	3.0	2	5	London	United Kingdom	0	-1	0	1	1.0	1.05325004057301e-16	0.25	0.333333333333333	0.375	0.2	-7.0216669371534e-17	0.440958551844099	0.5	0.255155181539914	0.295468420142639	0.171163299220364	0.223606797749979	0.125
R_2qDTw6mBx2cjjVX	I am against population density due to demand on all types of services.	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	66.0	5.0	National	Higher education entrance qualification	2.0	Yes	Lewisham	Forest Hill	Not working (retired)	1	0	0	1	0	1	-1	3.0	-2	5	London	United Kingdom	-2	-1	1	1	-1.40433338743068e-16	1.0	1.0	0.571428571428571	0.857142857142857	0.7	0.6	0.233853586673371	0.267261241912424	0.342326598440729	0.174963553055941	0.164957219768465	0.152752523165195	0.223606797749979
R_sBSh67G7aVZ56IF	I don't support any project that would increase population density, any increase should be kept at a minimum	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	38.0	7.0	Dual citizenship	Master's degree	0.0	Do not know	Brent	Willesden Green	Employed (part-time)	1	0	2	0	-2	-1	-2	10.0	2	3	London	United Kingdom	-3	-3	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2D80Pmj1ja7Fwmi	there is too much regulation	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	54.0	10.0	National	Secondary school certificate	4.0	No	Bromley	Orpington	Employed (full-time)	-1	-1	1	0	0	0	0	6.0	1	4	London	United Kingdom	0	-1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_1lzoK1JaO2BqeBn	I think there should be social housing included and there should be rent control	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	70.0	3.0	EU citizen	Bachelor's degree	3.0	No	Brent	Queens Park	Not working (retired)	-1	-1	0	0	0	0	0	7.0	1	5	London	United Kingdom	0	0	0	1	0.0	0.5	-4.21300016229204e-16	0.444444444444444	0.375	0.4	0.25	0.267261241912424	0.385275875185561	0.52704627669473	0.175682092231577	0.192637937592781	0.163299316185545	0.265165042944955
R_1mlWuQkDP41sIW7	I dont believe there should be significant rent increases each year on affordable housing. These rents are not affordable. Social rent caps are what is really needed.	district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	42.0	5.0	National	Bachelor's degree	1.0	Do not know	Hackney	Dalston	Employed (full-time)	-1	2	-2	2	2	-2	0	8.0	2	3	London	United Kingdom	0	0	1	1	-8.77708367144175e-17	-5.26625020286505e-17	0.25	0.2	0.166666666666667	0.333333333333333	0.25	0.188982236504614	0.161374306091976	0.153093108923949	0.14142135623731	0.131761569173682	0.166666666666667	0.153093108923949
R_WrsiTUX50C80j7P	The density increase is already happening on a massive scale. So why would any sane person support further chaos and vandalism to the area?  	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	65.0	6.0	National	Master's degree	3.0	No	Croydon	South Croydon	Not working (retired)	0	-2	1	1	-2	-1	0	7.0	1	5	London	United Kingdom	-1	-2	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_1BRVSo1Yu5rdsgq	I thought one had better reasons to be picked than the other which didn't please me as much	district	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	25.0	6.0	National	Secondary school certificate	5.0	Yes	Waltham Forest	Leyton	Employed (full-time)	-1	2	1	1	-2	0	2	6.0	1	2	London	United Kingdom	1	0	2	-2	0.5	0.75	0.6	0.75	0.5	0.5	0.5	0.385275875185561	0.265165042944955	0.163299316185545	0.265165042944955	0.21650635094611	0.385275875185561	0.270030862433661
R_33C37EtxfrcXJgB	I tried to go for the proposals that did not effect the surroundings too much	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	47.0	5.0	National	Secondary school certificate	5.0	No	Enfield	Turkey Street	Employed (full-time)	-1	-1	0	0	1	-1	0	8.0	2	4	London	United Kingdom	0	-1	1	0	2.10650008114602e-16	-1.7554167342883499e-16	0.1	2.10650008114602e-16	0.111111111111111	-3.5108334685767e-17	0.333333333333333	0.188982236504614	0.233853586673371	0.1	0.161374306091976	0.111111111111111	0.188982236504614	0.166666666666667
R_3Lc03BdsUZ0sAF7	Increase in crime, drugs, soliciting on the streets, noise pollution, rats, delinquency and gangs are associated with population density and creates racial tensions	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Male	44.0	1.0	National	Apprenticeship	3.0	No	Bromley	Bromley Town	Not working (other reason)	2	-2	2	2	-2	2	-2	1.0	-2	3	London	United Kingdom	-3	-3	3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2xFeQWwZBZuyzEZ	The affordable and involvements aspect I liked	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	48.0	4.0	National	Apprenticeship	3.0	Do not know	Kingston upon Thames	Alexandra	Employed (full-time)	-2	-1	0	2	0	0	-1	2.0	2	4	London	United Kingdom	2	0	2	0	0.666666666666667	0.666666666666667	7.0216669371534e-17	0.714285714285714	0.428571428571429	0.25	0.25	0.314970394174356	0.314970394174356	0.243975018237133	0.159719141249985	0.206196524710581	0.255155181539914	0.255155181539914
R_3HNCd5EXLDIuqaX	Density and local involvement were main factors	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	41.0	3.0	National	Higher technical examination	3.0	Do not know	Barnet	Hale	Employed (full-time)	-1	-1	0	1	1	1	-1	6.0	1	3	London	United Kingdom	0	-1	-1	1	0.0	0.5	1.0	0.2	0.333333333333333	0.333333333333333	0.285714285714286	0.353553390593274	0.385275875185561	0.5	0.223606797749979	0.166666666666667	0.314970394174356	0.193429485824666
R_272Ki0bfgTKlJb9	Prefer government/not-for-profits over private developers to give long term affordable housing	other district	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	Male	67.0	6.0	National	Bachelor's degree	2.0	No	Islington	Junction	Not working (retired)	-1	1	0	2	1	-1	-1	10.0	2	5	London	United Kingdom	1	2	2	1	-1.40433338743068e-16	1.0	1.0	0.714285714285714	1.0	0.833333333333333	1.0	0.333333333333333	0.204124145231932	0.440958551844099	0.159719141249985	0.204124145231932	0.181620789314195	0.204124145231932
R_2q9OnuTps0rlpTi	No involvement by the people who live in the Borough and any increase in housing not generated by local aims should be discouraged 	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	74.0	4.0	National	Bachelor's degree	7.0	No	Richmond upon Thames	South Twickenham	Not working (retired)	-2	-2	-1	2	1	-1	2	3.0	1	5	London	United Kingdom	-2	-3	3	-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3PMPoCBbCD9Wd3T	Increasing the population by 50% is not a good idea as there not enough schools/doctors for all these people 	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	58.0	1.0	National	Secondary school certificate	5.0	No	Ealing	Cleveland	Not working (retired)	-2	-1	2	0	2	-2	0	3.0	1	5	London	United Kingdom	-3	-3	2	1	1.0	0.5	0.25	0.333333333333333	0.375	0.4	0.333333333333333	0.440958551844099	0.239356776939085	0.255155181539914	0.208333333333333	0.171163299220364	0.223606797749979	0.208333333333333
R_33fBJEeY3hGVz0q	Trying to choose the least favourable. 	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	34.0	5.0	EU citizen	Bachelor's degree	3.0	No	Barnet	Coppetts	Employed (full-time)	0	-1	-1	-1	-2	0	0	5.0	1	2	London	United Kingdom	-1	-2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2YyRC2OORjZ5Jpm	there are pros & cons in both so I tried to pick the best	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	65.0	4.0	National	Apprenticeship	3.0	No	Waltham Forest	Hoe Street	Not working (disability/illness)	-1	-1	1	-1	1	0	-1	6.0	1	5	London	United Kingdom	0	1	1	-1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_2AZNQ2lxWpfZkLO	rent caps  percent social housing  type of investor	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	68.0	4.0	National	Secondary school certificate	2.0	No	Hounslow	Hanworth	Not working (retired)	-2	-2	1	-1	1	-1	1	1.0	-1	5	London	United Kingdom	-1	0	0	1	-2.80866677486136e-16	-7.0216669371534e-17	-2.10650008114602e-16	0.375	0.6	0.0	0.375	0.353553390593274	0.267261241912424	0.353553390593274	0.192637937592781	0.223606797749979	0.267261241912424	0.192637937592781
R_3PRCLll4H749P9Y	DENSITY OF POPULATION	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	48.0	4.0	National	Secondary school certificate	4.0	No	Croydon	Purley and Woodcote	Employed (full-time)	-2	-1	1	2	1	1	-2	6.0	2	4	London	United Kingdom	-1	-1	2	3	2.4575834280036897e-16	-2.10650008114602e-16	-7.0216669371534e-17	0.428571428571428	0.428571428571428	1.05325004057301e-16	0.4	0.21650635094611	0.342326598440729	0.267261241912425	0.174963553055941	0.174963553055941	0.342326598440729	0.223606797749979
R_3PH45dIvfoOlOVY	I'm in favour of renovation	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	57.0	1.0	National	Bachelor's degree	0.0	No	Lewisham	Ladywell	Not employed (unemployed)	-2	-2	-2	2	-1	-2	2	4.0	2	5	London	United Kingdom	0	1	1	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3Jel5PXnO059YyZ	It is a better proposal 	other district	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	53.0	6.0	National	Bachelor's degree	4.0	No	Brent	Welsh Harp	Employed (full-time)	-1	0	1	1	-1	0	-2	5.0	0	4	London	United Kingdom	0	0	1	0	0.4	0.5	1.0	0.6	0.444444444444444	0.5	0.25	0.244948974278318	0.395284707521047	0.52704627669473	0.244948974278318	0.175682092231577	0.166666666666667	0.255155181539914
R_3IY8Zp1hQHaCTWy	I chose mostly in favour of rent control and population increase	other district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	42.0	1.0	National	Bachelor's degree	4.0	No	Croydon	South Norwood	Not employed (unemployed)	0	-1	-1	1	1	-1	-1	5.0	0	3	London	United Kingdom	0	1	1	1	0.666666666666667	1.0	1.0	0.8	1.0	1.40433338743068e-16	1.0	0.166666666666667	0.333333333333333	0.188982236504614	0.14142135623731	0.0883883476483184	7.95706899063533e-17	0.188982236504614
R_3gYt2QdsOKFbOui	Preferred a non-profit organisation. Dislike apartments - why not incude houses?	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	58.0	1.0	National	Higher education entrance qualification	3.0	No	Barnet	Burnt Oak	Not working (other reason)	1	-2	2	0	-1	1	-2	9.0	1	5	London	United Kingdom	-3	-3	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3oYoid3jb8AcHfQ	I do not want these kind of major developments where I live	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	64.0	5.0	National	Master's degree	4.0	No	Bromley	Bromley Common & Keston	Employed (full-time)	-2	-2	0	2	1	0	1	5.0	2	5	London	United Kingdom	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3p2WHTcQZhxo4oN	There is no mention of the infrastructure schools green spaces car parking doctors dentist for the area.  Island gardens has already enough housing 	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	72.0	4.0	National	Bachelor's degree	4.0	No	Tower Hamlets	Island Gardens	Homemaker	1	0	1	2	-1	2	-1	5.0	1	5	London	United Kingdom	-2	-1	1	-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_1KpOrv0MOPc0gcT	The quality of the same things	other district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	42.0	8.0	Dual citizenship	Master's degree	7.0	Yes	City of London	Castle Baynard	Employed (full-time)	2	0	2	1	1	1	0	9.0	2	3	London	United Kingdom	3	2	-1	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_1QLVSQ08HhQT3DC	People have a  voice to express themselves	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	60.0	5.0	EU citizen	Bachelor's degree	5.0	No	Hillingdon	Heathrow Villages	Employed (full-time)	0	-1	0	1	1	-1	1	5.0	1	5	London	United Kingdom	0	0	3	1	7.0216669371534e-17	0.5	-2.80866677486136e-16	0.6	0.375	0.333333333333333	1.0	0.243975018237133	0.228217732293819	0.52704627669473	0.244948974278318	0.171163299220364	0.314970394174356	0.161374306091976
R_3QQUnbsmN8N1sSx	Both types of proposal are like asking if you were to be run over would you prefer it was by a lorry or a car. Totally loaded questions!	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	61.0	9.0	National	Bachelor's degree	4.0	No	Islington	St George's	Employed (full-time)	-2	-2	0	0	0	0	0	2.0	0	5	London	United Kingdom	-3	-3	3	-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_6hDNDAubUrDvdaV	not in favour of density increase	neighborhood	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	72.0	3.0	National	Bachelor's degree	3.0	No	Barnet	Garden Suburb	Not working (retired)	-1	0	1	0	1	-1	0	3.0	1	5	London	United Kingdom	0	-1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3rSVln49jkutdWK	Rent control was a big factor for me in deciding on proposals	other district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Male	46.0	5.0	National	Higher technical examination	6.0	No	Greenwich	Peninsula	Employed (full-time)	-2	-2	-2	-2	1	-1	1	4.0	-1	4	London	United Kingdom	1	1	0	2	7.0216669371534e-17	0.333333333333333	1.0	0.75	0.666666666666667	0.5	0.75	0.188982236504614	0.295468420142639	0.267261241912424	0.265165042944955	0.220479275922049	0.270030862433661	0.265165042944955
R_2EiNg7ak1VtkjGR	sustainability and involvement	district	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	66.0	10.0	National	Higher education entrance qualification	3.0	No	Barnet	Edgware	Not working (retired)	-2	-2	0	2	2	-2	0	1.0	2	5	London	United Kingdom	0	0	0	2	1.0	0.833333333333334	1.40433338743068e-16	1.0	0.875	0.857142857142857	1.0	0.188982236504614	0.131761569173683	7.95706899063533e-17	0.125	0.116926793336686	0.123717914826348	0.161374306091976
R_3lPJUpLO1vbdZ26	Type of shops and government investor	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Male	44.0	5.0	National	Bachelor's degree	3.0	No	Southwark	Rye Lane	Employed (full-time)	-2	-2	1	1	1	0	1	3.0	-2	3	London	United Kingdom	-1	-3	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3lYqsVXh4o0G43A	Tighter caps on rent increase	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	48.0	4.0	National	Bachelor's degree	2.0	No	Bromley	Clock House	Employed (full-time)	-1	0	-1	-1	1	-1	-1	5.0	2	4	London	United Kingdom	-1	-1	-1	1	-1.05325004057301e-16	-1.05325004057301e-16	0.25	0.2	0.166666666666667	-5.26625020286505e-17	0.25	0.233853586673371	0.233853586673371	0.153093108923949	0.14142135623731	0.131761569173682	0.161374306091976	0.153093108923949
R_3etA6mggOI4Nrkq	disliked high density population increase	other district	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Male	59.0	9.0	National	Master's degree	1.0	No	Haringey	West Green	Employed (full-time)	-2	-1	-1	0	-1	-1	0	3.0	1	5	London	United Kingdom	0	0	1	-1	1.0	0.5	1.0	1.0	1.0	-1.40433338743068e-16	1.0	0.204124145231932	0.293150984988964	0.306186217847897	0.173205080756888	6.16742380590534e-17	0.333333333333333	0.440958551844098
R_2UVESuWNaEVQAxc	Good service to the community 	district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	49.0	4.0	National	Higher education entrance qualification	5.0	Do not know	Brent	Kenton	Not working (other reason)	-1	-2	1	2	-2	1	1	10.0	2	4	London	United Kingdom	0	0	0	1	0.666666666666667	0.5	3.5108334685767e-16	0.666666666666667	0.444444444444444	3.5108334685767e-16	0.6	0.314970394174356	0.279508497187474	0.52704627669473	0.208333333333333	0.175682092231577	0.52704627669473	0.244948974278318
R_1k0x25D6KMRgEtV	I would prefer one type of housing with some input to my neighbourhood. I don't think affordable housing would benefit the current neighbourhood 	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	27.0	10.0	National	Bachelor's degree	5.0	No	Wandsworth	Wandsworth Common	Employed (full-time)	-1	0	0	1	1	-1	-1	3.0	2	2	London	United Kingdom	-1	-1	1	1	0.25	0.666666666666667	0.333333333333333	0.571428571428571	0.625	0.5	0.285714285714286	0.255155181539914	0.208333333333333	0.314970394174356	0.206196524710581	0.171163299220364	0.395284707521047	0.159719141249985
R_12PGu0yFZjQ8lQt	I would not accept any proposals by foreign for-profit investors.	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	57.0	4.0	EU citizen	Bachelor's degree	3.0	No	Lambeth	Streatham Hill	Employed (full-time)	0	0	-1	1	-1	0	0	7.0	2	5	London	United Kingdom	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_11dyh84FSNIJZCx	mainly down to rent increases	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	52.0	5.0	National	Secondary school certificate	4.0	No	Barnet	High Barnet	Employed (full-time)	-2	-2	-2	1	1	0	0	7.0	1	4	London	United Kingdom	0	0	-1	1	0.333333333333333	-7.0216669371534e-17	0.666666666666667	0.333333333333333	0.428571428571429	0.0	0.6	0.314970394174356	0.342326598440729	0.314970394174356	0.314970394174356	0.206196524710581	0.243975018237133	0.244948974278318
R_t0qWFRLfEGvvaRX	Like that you get a say on building works don't like 100% more people in the area 	district	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	Male	52.0	1.0	National	Secondary school certificate	2.0	No	Greenwich	Woolwich Riverside	Not working (disability/illness)	1	0	2	1	-2	2	-2	9.0	-1	4	London	United Kingdom	-2	-2	3	3	1.0	0.333333333333333	1.05325004057301e-16	0.166666666666667	0.25	0.0	0.25	0.333333333333333	0.251976315339485	0.440958551844099	0.181620789314195	0.153093108923949	0.204124145231932	0.222439130250652
R_57oY1ctVa5u9uoN	Some aspects in both proposals were good, so it's a shame that we couldn't select individual categories, rather than have them bundled together as a mixed package with some good and some poor details 	other district	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Male	65.0	1.0	National	Secondary school certificate	4.0	No	Hammersmith and Fulham	Ravenscourt Park	Employed (part-time)	-1	0	-1	0	0	0	-1	2.0	0	5	London	United Kingdom	-1	-1	0	0	3.5108334685767e-16	0.333333333333333	0.5	0.5	0.625	-3.5108334685767e-16	0.5	0.52704627669473	0.314970394174356	0.395284707521047	0.279508497187474	0.171163299220364	0.342326598440729	0.279508497187474
R_2ZZIHMEziWBx7Hc	I like the rent cap	other district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Male	40.0	7.0	National	Bachelor's degree	6.0	Yes	Tower Hamlets	Whitechapel	Employed (full-time)	2	1	2	1	1	1	2	9.0	2	3	London	United Kingdom	0	3	2	3	1.0	1.0	1.0	0.833333333333333	0.666666666666667	1.0	0.833333333333333	0.306186217847897	0.204124145231932	0.306186217847897	0.181620789314195	0.166666666666667	0.440958551844099	0.181620789314195
